0,2.96750067999962e-07
0.001,-3.16820537306436e-07
0.002,-6.38160344382346e-07
0.003,-7.86452682856351e-07
0.004,-7.78948873693298e-07
0.005,-6.4006620979819e-07
0.006,-4.09130240303215e-07
0.007,-1.33255891525959e-07
0.008,1.39159267304205e-07
0.009,3.71954415087875e-07
0.01,5.40998088287448e-07
0.011,6.34313317681777e-07
0.012,6.52737805521625e-07
0.013,6.08859921772108e-07
0.014,5.21708441494256e-07
0.015,4.12709548231367e-07
0.016,3.00811606165242e-07
0.017,2.02656756225054e-07
0.018,1.34444346103325e-07
0.019,1.00064430969662e-07
0.02,9.76219087339435e-08
0.021,1.20429889585212e-07
0.022,1.58787457545578e-07
0.023,2.01922349773602e-07
0.024,2.39777211811633e-07
0.025,2.6637286097636e-07
0.026,2.81017918836068e-07
0.027,2.80125923209336e-07
0.028,2.62527640008426e-07
0.029,2.29278008821024e-07
0.03,1.83170401110909e-07
0.031,1.28079671082401e-07
0.032,6.82610809460464e-08
0.033,6.68137283090407e-09
0.034,-5.34983194851759e-08
0.035,-1.09732904150787e-07
0.036,-1.60463779211987e-07
0.037,-2.05090031561864e-07
0.038,-2.45762660204231e-07
0.039,-2.83221272068717e-07
0.04,-3.17749541078368e-07
0.041,-3.49468960242167e-07
0.042,-3.79977725358512e-07
0.043,-4.10612030039821e-07
0.044,-4.39678988677764e-07
0.045,-4.65088031290217e-07
0.046,-4.84702309261102e-07
0.047,-4.979553147103e-07
0.048,-5.09790781615957e-07
0.049,-5.16174069904837e-07
0.05,-5.13189678330993e-07
0.051,-4.97681694252656e-07
0.052,-4.67847777782883e-07
0.053,-4.07447369587149e-07
0.054,-3.15956456665693e-07
0.055,-2.02911677593866e-07
0.056,-7.934164087441e-08
0.057,3.53142046328099e-08
0.058,1.32184029607589e-07
0.059,2.07006044631759e-07
0.06,2.59037761217684e-07
0.061,2.90416018813654e-07
0.062,3.03565590688647e-07
0.063,3.01986577221599e-07
0.064,2.91715940596486e-07
0.065,2.78224739698839e-07
0.066,2.65702634726684e-07
0.067,2.55672208047747e-07
0.068,2.48380909128138e-07
0.069,2.43854562751109e-07
0.07,2.41139031735496e-07
0.071,2.3868180732865e-07
0.072,2.34738367078022e-07
0.073,2.27736044156896e-07
0.074,2.16200329123707e-07
0.075,1.99553689441007e-07
0.076,1.78211486868338e-07
0.077,1.55697802394476e-07
0.078,1.33990338436311e-07
0.079,1.1364895364436e-07
0.08,9.52160739499609e-08
0.081,8.38124875635278e-08
0.082,7.87291379876724e-08
0.083,7.79353378623982e-08
0.084,7.887323934102e-08
0.085,7.83617932620638e-08
0.086,7.39538464837119e-08
0.087,6.39466318488291e-08
0.088,4.7462570188179e-08
0.089,2.44692659850565e-08
0.09,-4.31538560435645e-09
0.091,-3.76006854658487e-08
0.092,-7.39609526624203e-08
0.093,-1.13144121188855e-07
0.094,-1.53110378242948e-07
0.095,-1.91865015083749e-07
0.096,-2.27663506628705e-07
0.097,-2.59147873915155e-07
0.098,-2.86213053105252e-07
0.099,-3.10141902933625e-07
0.1,-3.30012085922978e-07
0.101,-3.44960030223008e-07
0.102,-3.54265538392185e-07
0.103,-3.57410964635773e-07
0.104,-3.54174308063437e-07
0.105,-3.43856134523787e-07
0.106,-3.22065080802794e-07
0.107,-2.90275293190496e-07
0.108,-2.50000949102206e-07
0.109,-1.96870016543743e-07
0.11,-1.3511564891921e-07
0.111,-6.9469963381455e-08
0.112,-4.53373573423136e-09
0.113,5.57419879199705e-08
0.114,1.08412612380031e-07
0.115,1.51702922707186e-07
0.116,1.84992485500846e-07
0.117,2.07147919921135e-07
0.118,2.1846044372122e-07
0.119,2.21279148958033e-07
0.12,2.18251790267624e-07
0.121,2.11896667005652e-07
0.122,2.04277680592495e-07
0.123,1.96772650298686e-07
0.124,1.88755992794957e-07
0.125,1.80746678714449e-07
0.126,1.72872177741832e-07
0.127,1.64959399132124e-07
0.128,1.56653059148036e-07
0.129,1.47537418601906e-07
0.13,1.37242414369763e-07
0.131,1.25521083677966e-07
0.132,1.12291907931106e-07
0.133,9.7646112229702e-08
0.134,8.18250648191423e-08
0.135,6.52535371724268e-08
0.136,5.03570297095856e-08
0.137,4.17648887890057e-08
0.138,3.8016511306204e-08
0.139,3.72910467951597e-08
0.14,3.76096613059001e-08
0.141,3.71057824925236e-08
0.142,3.42394604386234e-08
0.143,2.79380035286001e-08
0.144,1.76560452538473e-08
0.145,3.36142544212073e-09
0.146,-1.45382169384157e-08
0.147,-3.55102167529513e-08
0.148,-5.97009001533746e-08
0.149,-8.58543470271187e-08
0.15,-1.12612640393447e-07
0.151,-1.38675591709462e-07
0.152,-1.62921990464283e-07
0.153,-1.84483296564108e-07
0.154,-2.02769253854085e-07
0.155,-2.18160641199533e-07
0.156,-2.31587158845721e-07
0.157,-2.42454925570077e-07
0.158,-2.50183833501891e-07
0.159,-2.52683034931766e-07
0.16,-2.4734917514154e-07
0.161,-2.34489934912067e-07
0.162,-2.14904440359388e-07
0.163,-1.89723622309788e-07
0.164,-1.58740893262296e-07
0.165,-1.19614102426288e-07
0.166,-7.52713100928341e-08
0.167,-2.89653365364215e-08
0.168,1.61632639830882e-08
0.169,5.74489385552785e-08
0.17,9.29463489111725e-08
0.171,1.21539249466519e-07
0.172,1.41101292555023e-07
0.173,1.5229589810316e-07
0.174,1.56664298975739e-07
0.175,1.56118667749167e-07
0.176,1.52601793125555e-07
0.177,1.47806999851871e-07
0.178,1.42988342397644e-07
0.179,1.38872495819794e-07
